cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,mlum_nn,mlum_nn2,mlum_nn3
102,55.50978119263069,37.700485646022074,-47.22131209068881,127.0,116.0,88.0,66.51706066070098,67.36227369256885,79.78023686115846,1.3067740954641298,1.3233788955593664,1.5673384515883948,0.7390784517855665,0.7484697076952097,0.8864470762350941,0.0,0.0,0.0
103,55.507905876767175,37.69955022320061,-47.22083642826513,115.0,104.0,127.0,27.808898349218296,171.96049409713044,190.4679782214213,0.54632522281045,3.3782839604953527,3.74187640708892,0.3089877594357589,1.9106721566347828,2.116310869126904,0.0,0.0,0.0
104,55.50655318317556,37.69912449195789,-47.22014311273421,95.0,103.0,105.0,125.79100634655569,171.96049409713044,175.42564981390763,2.4712521404777097,3.3782839604953527,3.4463593637446306,1.3976778482950634,1.9106721566347828,1.9491738868211963,0.0,0.0,0.0
105,55.50546551328146,37.698964898000455,-47.21932861340474,112.0,99.0,124.0,28.929523205866385,76.30697744512345,89.22889971155165,0.5683406804818397,1.4991038455096122,1.7529640298539568,0.3214391467318488,0.8478553049458163,0.9914322190172408,0.0,0.0,0.0
106,55.50551210750093,37.697110263398656,-47.22198145800563,120.0,98.0,93.0,13.17095715102202,32.423343235546376,41.73338907842377,0.25875264851551605,0.6369792141700392,0.8198815645477009,0.14634396834468913,0.36025936928384866,0.4637043230935977,0.0,0.0,0.0
107,55.51030861719154,37.70288622035481,-47.2184399445277,134.0,113.0,131.0,27.07703830303895,35.55055665945698,110.1765326357925,0.5319473212562793,0.6984155051420552,2.164494903208712,0.3008559811448772,0.3950061851050776,1.2241836959532502,0.0,0.0,0.0
108,55.53936506621685,37.7203972576916,-47.22156623355604,109.0,96.0,131.0,283.2663132649673,722.4466822450553,3649.547250834661,5.5649644860357474,14.192969447755734,71.69790366850538,3.14740348072186,8.027185358278391,40.550525009274025,0.0,0.0,0.0
109,55.53880306791642,37.72089958007518,-47.22032372003682,108.0,96.0,131.0,283.2663132649673,1005.1323327414932,3718.564339284239,5.5649644860357474,19.746526408314896,73.05379255527258,3.14740348072186,11.168137030461038,41.317381547602665,0.0,0.0,0.0
110,55.50996067051259,37.70029561791057,-47.22175073546792,88.0,80.0,116.0,24.83462944538993,30.132849224135647,58.31083547012723,0.4878936337134335,0.5919808602109674,1.145557072431682,0.2759403271709993,0.3348094358237293,0.6478981718903026,0.0,0.0,0.0
111,55.50981006741072,37.70178155300479,-47.219517254106606,118.0,128.0,133.0,148.32865534217737,178.68532629663312,185.8639996800485,2.9140199896220413,3.510397983985948,3.6514280343830383,1.6480961704686377,1.9853925144070348,2.065155552000539,0.0,0.0,0.0
112,55.50537108204901,37.69899560111878,-47.21919522784161,105.0,124.0,99.0,28.929523205866385,80.03612235719349,94.55626005990013,0.5683406804818397,1.5723655008040731,1.8576237431857807,0.3214391467318488,0.8892902484132612,1.0506251117766685,0.0,0.0,0.0
113,55.51054552781024,37.70293205388042,-47.218601778969784,107.0,134.0,131.0,35.55055665945698,41.926503325413314,98.56087192719542,0.6984155051420552,0.8236754287522279,1.9362971391324773,0.3950061851050776,0.4658500369490369,1.0951207991910603,0.0,0.0,0.0
114,55.50595291513808,37.698038186592285,-47.22109749987514,123.0,117.0,78.0,87.72740506920965,97.76288127909966,106.3834744850368,1.723466119338949,1.92062005573468,2.0899776277193407,0.9747489452134408,1.0862542364344407,1.1820386053892975,0.0,0.0,0.0
115,55.50813219235179,37.69962899232321,-47.22094181574839,103.0,116.0,127.0,27.808898349218296,169.54490967428714,171.0673058800398,0.54632522281045,3.3308281180720085,3.360736654392613,0.3089877594357589,1.8838323297143016,1.9007478431115536,0.0,0.0,0.0
116,55.50956974548465,37.70021847297896,-47.22148585609986,88.0,110.0,80.0,34.46832600996688,58.31083547012723,66.461976852253,0.6771543284751415,1.145557072431682,1.3056919355904926,0.3829814001107432,0.6478981718903026,0.738466409469478,0.0,0.0,0.0
117,55.50557470982385,37.69762856218679,-47.22131233527505,78.0,132.0,130.0,68.28928018239974,68.98189497927038,89.03283868775391,1.341590585240264,1.3551974864727545,1.7491122741617446,0.7587697798044416,0.7664654997696709,0.9892537631972655,0.0,0.0,0.0
118,55.509207658726616,37.70115195702315,-47.21982727008457,128.0,111.0,122.0,83.57642596693482,148.32865534217737,193.3546728075705,1.6419172368750181,2.9140199896220413,3.7985875375752522,0.928626955188165,1.6480961704686377,2.1483852534174503,0.0,0.0,0.0
119,55.50658547512194,37.69994239992178,-47.219023663546075,100.0,125.0,135.0,54.63195112593794,159.89378476324504,195.7910288254426,1.073282821082578,3.1412250312764183,3.8464514524845934,0.6070216791770883,1.7765976084805006,2.175455875838252,0.0,0.0,0.0
120,55.505444972457674,37.69710896812543,-47.221919156003935,106.0,98.0,93.0,13.17095715102202,20.269821683273076,51.77203194267592,0.25875264851551605,0.3982147983130565,1.0170977120791709,0.14634396834468913,0.2252202409252564,0.5752447993630659,0.0,0.0,0.0
121,55.50975881280202,37.702363260216025,-47.21865023317207,134.0,107.0,113.0,92.06284975723442,119.13407523310964,120.65529404705765,1.8086389570193049,2.3404720812277366,2.3703574868643456,1.0229205528581604,1.3237119470345515,1.3406143783006406,0.0,0.0,0.0
122,55.509677899947825,37.70085584427476,-47.220692835406396,127.0,102.0,118.0,110.08391705873615,152.49015839564126,193.3546728075705,2.162675405538016,2.995775622454362,3.7985875375752522,1.2231546339859574,1.694335093284903,2.1483852534174503,0.0,0.0,0.0
123,55.5060842378016,37.69833423433735,-47.22080658263688,114.0,95.0,56.0,87.72740506920965,98.56467494729007,142.04924209543694,1.723466119338949,1.9363718521173097,2.7906565324270245,0.9747489452134408,1.09516305496989,1.5783249121715217,0.0,0.0,0.0
124,55.504705937570755,37.69864424478241,-47.219054011346884,112.0,99.0,105.0,80.03612235719349,81.94408068162967,89.22889971155165,1.5723655008040731,1.6098486741258216,1.7529640298539568,0.8892902484132612,0.9104897853514408,0.9914322190172408,0.0,0.0,0.0
125,55.50767590727593,37.70069858510453,-47.21900177165226,135.0,128.0,119.0,105.50292539949946,115.87889146460421,159.89378476324504,2.072678626179956,2.2765217234938544,3.1412250312764183,1.1722547266611052,1.2875432384956025,1.7765976084805006,0.0,0.0,0.0
126,55.50565287457014,37.69734997780434,-47.22177878632655,130.0,98.0,120.0,30.382093957433234,43.10866498226561,58.94968145991218,0.5968774470064299,0.8468998198254526,1.1581076479103627,0.3375788217492582,0.47898516646961803,0.6549964606656908,0.0,0.0,0.0
127,55.509382938005245,37.70043617101749,-47.22100129321781,102.0,122.0,116.0,66.51706066070098,110.08391705873615,112.2781106131045,1.3067740954641298,2.162675405538016,2.2057818697864717,0.7390784517855665,1.2231546339859574,1.2475345623678278,0.0,0.0,0.0
128,55.508543232199926,37.7009364163783,-47.21949575561155,118.0,125.0,111.0,83.57642596693482,115.87889146460421,178.68532629663312,1.6419172368750181,2.2765217234938544,3.510397983985948,0.928626955188165,1.2875432384956025,1.9853925144070348,0.0,0.0,0.0
129,55.50864594626518,37.70160429400245,-47.218654599276384,133.0,136.0,121.0,36.820733490839466,48.569005303489114,160.4172723595292,0.7233690157665856,0.9541720175641728,3.1515093105774885,0.4091192610093274,0.5396556144832124,1.7824141373281024,0.0,0.0,0.0
130,55.50551456036976,37.69735808831588,-47.22163526917229,126.0,132.0,98.0,30.382093957433234,51.164618227093506,60.29922259022565,0.5968774470064299,1.0051646455715932,1.184620325595457,0.3375788217492582,0.5684957580788169,0.6699913621136184,0.0,0.0,0.0
131,55.511174588351096,37.70339557605021,-47.21855078352654,113.0,107.0,134.0,98.56087192719542,110.1765326357925,133.2140550061998,1.9362971391324773,2.164494903208712,2.617083113786542,1.0951207991910603,1.2241836959532502,1.4801561667355536,0.0,0.0,0.0
132,55.505873278103856,37.69760015237238,-47.2216374689746,130.0,126.0,117.0,51.164618227093506,60.72965855490202,68.98189497927038,1.0051646455715932,1.193076540629738,1.3551974864727545,0.5684957580788169,0.674773983943356,0.7664654997696709,0.0,0.0,0.0
133,55.508883759338964,37.70177769978469,-47.21863788822599,129.0,136.0,121.0,36.820733490839466,64.24009887504873,123.79118286088566,0.7233690157665856,1.2620415915275864,2.4319642119279994,0.4091192610093274,0.7137788763894303,1.3754575873431742,0.0,0.0,0.0
134,55.510187225772235,37.702768251153046,-47.218489896352565,107.0,113.0,121.0,27.07703830303895,41.926503325413314,92.06284975723442,0.5319473212562793,0.8236754287522279,1.8086389570193049,0.3008559811448772,0.4658500369490369,1.0229205528581604,0.0,0.0,0.0
135,55.50716784866089,37.70070837005588,-47.218502703857574,125.0,136.0,129.0,105.50292539949946,179.82312989932598,192.0641456664239,2.072678626179956,3.532750930116701,3.773234230907869,1.1722547266611052,1.9980347766591773,2.134046062960266,0.0,0.0,0.0
136,55.50833970183501,37.70155604506525,-47.21842992821549,129.0,133.0,121.0,48.569005303489114,64.24009887504873,176.85242527382908,0.9541720175641728,1.2620415915275864,3.4743893637559022,0.5396556144832124,0.7137788763894303,1.9650269474869901,0.0,0.0,0.0
